SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,10-Feb,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,25-Nov,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
RUTGERS UNIVERSITY-CAMDEN,175,4,5,3,187,6,4,2,0,12,15,1,1,0,17,1,1,1,0,3,0,0,0,0,0,8,2,6,39,2,276,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,21,2,2,2,27,4,1,0,0,5,5,0,1,0,6,6,0,0,0,6,4,0,0,0,4,4,0,0,0,4,10,0,0,0,10,0,0,0,0,0,23,7,5,1,36,13,0,0,0,13,0,0,1,0,1,6,0,0,0,6,97,0,0,0,97,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,197,10,9,3,219,New Jersey,143,Pennsylvania,48,New York,10,0
RUTGERS UNIVERSITY-NEWARK,151,3,5,4,163,24,2,9,3,38,27,2,3,0,32,0,0,2,0,2,0,0,0,0,0,2,2,4,18,9,270,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,27,1,7,2,37,7,0,0,0,7,3,0,1,0,4,5,0,0,0,5,4,0,0,0,4,9,0,0,0,9,13,0,1,1,15,1,0,1,0,2,36,5,8,2,51,18,1,1,0,20,5,0,0,0,5,3,0,0,0,3,64,0,0,0,64,0,0,0,0,0,7,0,0,2,9,0,0,0,0,0,202,7,19,7,235,New Jersey,153,New York,65,Virginia,4,1
SAINT LOUIS UNIVERSITY,167,20,5,7,199,36,4,2,1,43,5,0,1,1,7,0,2,0,2,4,0,0,0,0,0,6,0,12,30,0,301,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,15,0,1,0,16,47,3,2,2,54,19,1,1,0,21,9,1,0,0,10,3,0,0,0,3,15,0,0,0,15,5,0,0,0,5,11,0,0,1,12,0,0,0,0,0,42,15,3,6,66,30,3,1,2,36,6,2,0,0,8,1,0,0,0,1,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,26,8,11,253,Missouri,178,Illinois,34,District Of Columbia,10,1
SAMFORD UNIVERSITY,93,5,2,2,102,8,1,1,2,12,2,0,0,0,2,1,1,1,0,3,0,0,0,0,0,6,0,4,25,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,36,1,2,1,40,7,0,0,0,7,5,1,0,1,7,8,0,0,0,8,2,2,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,3,1,1,14,18,0,0,1,19,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,104,7,4,4,119,Alabama,79,Georgia,19,Florida,5,0
"SAN DIEGO, UNIVERSITY OF",169,11,13,18,211,22,0,2,1,25,9,0,1,1,11,1,0,7,0,8,0,0,0,0,0,1,0,15,46,1,318,0,1,3,11,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,11,16,4,0,0,1,5,57,1,9,5,72,16,0,1,0,17,12,0,0,0,12,8,0,0,0,8,3,0,0,0,3,7,0,0,0,7,20,1,0,0,21,0,0,0,2,2,40,1,8,2,51,25,6,1,0,32,4,1,0,6,11,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1,4,4,12,0,0,0,0,0,201,11,23,20,255,California,212,Arizona,4,Colorado,4,3
"SAN FRANCISCO, UNIVERSITY OF",72,2,5,3,82,23,3,4,2,32,8,2,0,0,10,0,0,1,0,1,0,0,0,0,0,0,6,6,61,2,200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,2,1,7,23,1,5,1,30,11,2,0,0,13,2,1,0,0,3,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,7,0,0,0,7,0,0,1,0,1,18,1,2,2,23,15,0,0,1,16,14,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,103,7,10,5,125,California,100,New York,3,Texas,3,1
SANTA CLARA UNIVERSITY,142,6,5,8,161,39,8,5,13,65,19,0,3,0,22,0,0,1,0,1,0,0,0,0,0,5,3,1,57,7,322,0,1,1,0,2,1,1,0,10,12,0,0,0,0,0,0,0,0,0,0,1,2,1,10,14,6,0,1,0,7,48,2,3,7,60,12,0,0,0,12,2,0,0,0,2,9,0,0,0,9,4,0,0,0,4,6,0,0,0,6,36,1,0,0,37,0,0,0,0,0,52,6,9,2,69,15,2,1,2,20,7,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,10,14,0,0,0,0,0,200,14,14,21,249,California,222,District of Columbia,4,Nevada,3,9
SEATTLE UNIVERSITY,137,6,5,6,154,33,7,1,2,43,20,2,0,2,24,0,1,3,3,7,0,0,0,0,0,12,3,10,40,18,311,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,8,0,0,0,8,57,2,4,7,70,12,1,0,0,13,5,1,0,0,6,1,1,0,0,2,3,0,0,0,3,6,0,0,0,6,9,0,0,0,9,0,0,0,0,0,43,4,3,5,55,20,4,2,0,26,9,1,0,0,10,3,0,0,0,3,11,0,0,0,11,0,0,0,0,0,3,2,0,0,5,0,0,0,1,1,190,16,9,13,228,Washington,194,California,5,District of Columbia,4,5
SETON HALL UNIVERSITY,213,2,1,6,222,27,0,4,2,33,16,1,0,1,18,1,0,1,0,2,0,0,0,0,0,1,1,4,27,1,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,4,33,9,0,0,0,9,9,0,1,0,10,6,0,0,0,6,8,0,0,0,8,9,0,0,0,9,11,0,0,0,11,1,0,1,1,3,32,3,2,4,41,20,0,1,0,21,2,0,0,0,2,3,0,0,0,3,112,0,0,0,112,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,257,3,6,9,275,New Jersey,186,New York,57,District Of Columbia,6,0
"SOUTH CAROLINA, UNIVERSITY OF",149,3,3,1,156,15,3,2,2,22,5,0,1,0,6,1,0,1,0,2,0,0,0,0,0,4,1,5,17,4,217,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,36,1,2,3,42,13,0,0,0,13,4,0,0,0,4,6,1,0,0,7,3,0,0,0,3,11,0,0,0,11,5,0,0,0,5,0,0,0,0,0,20,4,3,0,27,28,0,0,0,28,3,0,0,0,3,6,0,0,0,6,32,0,1,0,33,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,170,6,7,3,186,South Carolina,135,North Carolina,17,Georgia,9,0
"SOUTH DAKOTA, UNIVERSITY OF",44,1,0,1,46,15,0,0,0,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,71,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,1,21,0,0,0,21,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,5,1,0,0,6,1,0,0,0,1,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,60,1,0,1,62,South Dakota,33,Nebraska,7,Iowa,6,0
SOUTH TEXAS COLLEGE OF LAW,266,0,3,0,269,41,0,1,0,42,15,0,3,0,18,0,0,0,0,0,0,0,0,0,0,12,0,11,35,10,397,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,23,0,1,0,24,120,0,2,0,122,40,0,0,0,40,6,0,0,0,6,8,0,0,0,8,6,0,0,0,6,5,0,0,0,5,6,0,0,0,6,0,0,0,0,0,75,0,0,0,75,25,0,0,0,25,3,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,322,0,7,0,329,Texas,312,Florida,2,Washington,2,0
"SOUTHERN CALIFORNIA, UNIVERSITY OF",154,1,6,6,167,17,0,1,6,24,3,0,0,0,3,0,0,0,2,2,0,0,0,0,0,1,1,1,33,5,237,10,0,0,1,11,2,0,0,4,6,0,0,0,0,0,0,0,0,0,0,12,0,0,5,17,2,0,0,0,2,19,0,5,2,26,8,0,0,1,9,4,0,0,0,4,8,0,0,0,8,12,0,0,0,12,9,0,0,0,9,50,0,0,0,50,0,0,0,1,1,26,0,1,5,32,10,0,1,0,11,12,1,0,2,15,9,0,0,0,9,2,0,0,0,2,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,174,1,7,14,196,California,166,District of Columbia,5,New York,4,7
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,93,1,1,2,97,9,1,1,0,11,5,0,0,0,5,0,0,1,2,3,1,0,0,0,1,2,0,0,10,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,36,1,0,2,39,10,0,0,0,10,9,0,0,0,9,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,1,2,1,13,21,0,0,0,21,3,0,0,1,4,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,108,2,3,4,117,Illinois,56,Missouri,16,California,4,0
SOUTHERN METHODIST UNIVERSITY,175,5,5,3,188,24,1,1,1,27,7,0,0,1,8,0,1,0,0,1,0,0,0,0,0,4,1,5,13,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,49,1,4,0,54,12,0,0,0,12,12,0,0,0,12,5,1,0,1,7,10,0,0,0,10,17,0,0,0,17,29,0,0,0,29,0,0,0,0,0,48,4,2,4,58,11,1,0,0,12,2,0,0,0,2,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,7,6,5,224,Texas,209,Georgia,2,Virginia,2,1
SOUTHERN UNIVERSITY,59,1,3,0,63,44,0,4,1,49,14,1,0,1,16,3,1,5,0,9,0,0,0,0,0,7,1,3,55,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,31,0,4,0,35,5,0,2,0,7,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,25,0,4,0,29,19,0,1,2,22,3,1,0,0,4,1,0,0,0,1,9,0,0,0,9,0,0,0,0,0,7,0,0,0,7,2,2,1,0,5,120,3,12,2,137,Louisiana,25,Pennsylvania,2,New Jersey,1,0
SOUTHWESTERN LAW SCHOOL,120,5,1,2,128,36,5,1,1,43,5,2,1,1,9,2,0,1,1,4,1,0,0,0,1,1,3,17,56,38,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,6,51,4,1,1,57,14,0,0,0,14,7,0,0,0,7,4,0,0,0,4,5,0,0,0,5,1,0,0,0,1,7,1,0,0,8,8,2,0,1,11,42,4,2,2,50,8,0,0,0,8,5,0,0,0,5,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,164,12,4,5,185,California,166,New York,4,Colorado,2,1
ST. JOHN'S UNIVERSITY,173,5,11,9,198,35,2,5,9,51,13,0,1,0,14,1,0,2,0,3,0,0,0,0,0,3,3,2,29,6,309,0,0,0,8,8,1,0,0,5,6,0,0,0,0,0,0,0,0,0,0,1,0,0,13,14,1,0,0,0,1,45,2,14,3,64,22,0,0,0,22,15,0,0,0,15,10,1,0,0,11,9,0,0,0,9,3,0,0,0,3,15,0,0,0,15,0,0,1,0,1,47,3,4,2,56,38,0,0,4,42,11,0,0,3,14,2,1,0,0,3,3,0,0,0,3,0,0,0,0,0,1,0,0,6,7,0,0,0,0,0,222,7,19,18,266,New York,238,New Jersey,8,Connecticut,5,0
ST. MARY'S UNIVERSITY,177,4,4,0,185,30,1,3,0,34,9,1,0,1,11,0,0,0,0,0,0,0,0,0,0,3,0,2,48,3,286,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,27,0,2,0,29,93,3,3,0,99,6,0,0,0,6,4,0,0,0,4,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,7,38,1,0,1,40,26,1,1,0,28,8,1,0,0,9,2,0,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,6,7,1,230,Texas,220,Maryland,2,California,1,0
ST. THOMAS UNIVERSITY (FLORIDA),110,1,0,0,111,22,4,6,7,39,8,0,0,0,8,1,0,0,0,1,4,0,0,0,4,7,0,4,41,15,230,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,9,0,0,0,9,45,0,3,0,48,8,1,1,0,10,1,0,0,0,1,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0,0,2,21,20,4,0,5,29,31,0,0,0,31,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,145,5,6,7,163,Florida,139,New York,7,District Of Columbia,2,1
"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",71,7,0,0,78,28,3,6,2,39,3,0,1,0,4,0,0,7,0,7,0,0,0,0,0,2,2,2,22,2,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,20,0,3,0,23,2,0,0,0,2,4,0,0,0,4,1,0,0,0,1,4,0,0,0,4,0,0,0,0,0,2,1,0,0,3,1,0,0,0,1,24,6,9,0,39,11,2,1,1,15,5,1,1,0,7,2,0,0,0,2,18,0,0,0,18,0,0,0,0,0,2,0,0,0,2,1,0,0,1,2,102,10,14,2,128,Minnesota,99,California,4,Wisconsin,4,3
STANFORD UNIVERSITY,170,1,0,0,171,10,0,0,0,10,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,194,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,5,0,0,0,5,10,0,0,0,10,79,0,0,0,79,0,0,0,0,0,13,0,0,0,13,4,0,0,0,4,8,1,0,0,9,57,0,0,0,57,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,185,1,0,0,186,California,86,New York,31,Texas,13,2
STETSON UNIVERSITY,199,26,4,2,231,28,2,4,2,36,18,1,2,0,21,1,0,3,0,4,0,0,0,0,0,5,1,10,13,0,321,0,21,0,1,22,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,23,0,2,25,4,0,0,0,4,73,3,5,0,81,26,2,0,1,29,11,0,2,0,13,14,0,0,0,14,9,0,0,0,9,4,0,0,0,4,1,0,0,0,1,0,0,0,0,0,36,1,6,1,44,58,14,0,1,73,6,7,0,1,14,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,246,29,13,4,292,Florida,258,California,5,Georgia,3,0
SUFFOLK UNIVERSITY,177,7,10,5,199,64,6,6,9,85,27,4,1,3,35,5,2,5,1,13,0,0,0,0,0,9,16,10,96,16,479,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,0,0,0,1,0,0,2,3,6,0,1,0,7,63,3,13,7,86,23,1,1,3,28,16,0,0,0,16,6,0,0,0,6,3,0,0,1,4,6,1,0,0,7,15,0,0,0,15,0,0,0,0,0,69,9,7,4,89,34,2,0,0,36,5,2,0,0,7,8,0,0,0,8,14,0,0,0,14,0,0,0,0,0,4,1,0,3,8,1,0,0,0,1,273,19,22,18,332,Massachusetts,258,New York,17,Rhode Island,11,2
SYRACUSE UNIVERSITY,112,4,0,2,118,24,3,1,1,29,4,0,2,0,6,0,0,6,5,11,0,0,0,0,0,9,2,0,19,10,204,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,27,3,0,1,31,10,0,0,0,10,5,0,0,0,5,6,0,0,0,6,5,0,0,0,5,7,0,0,0,7,3,0,0,0,3,1,0,0,0,1,29,3,7,5,44,28,1,1,1,31,8,0,0,0,8,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,2,0,1,1,4,1,0,0,0,1,140,7,9,8,164,New York,82,District of Columbia,13,Pennsylvania,9,1
TEMPLE UNIVERSITY,176,24,2,1,203,31,3,0,1,35,13,0,3,1,17,1,0,2,0,3,0,0,0,0,0,4,3,2,27,1,295,1,21,0,0,22,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,23,0,0,24,2,0,0,0,2,36,1,1,0,38,10,0,0,0,10,9,0,0,0,9,12,0,0,0,12,12,0,0,0,12,4,0,0,0,4,17,0,0,0,17,4,0,1,1,6,45,2,4,2,53,27,1,0,0,28,7,18,0,0,25,10,1,0,0,11,24,0,0,0,24,0,1,0,0,1,2,3,1,0,6,0,0,0,0,0,221,27,7,3,258,Pennsylvania,189,New Jersey,19,New York,9,2
"TENNESSEE, UNIVERSITY OF",109,5,1,7,122,18,2,0,3,23,4,0,0,0,4,0,1,0,0,1,0,0,0,0,0,2,0,3,8,4,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,5,13,35,0,0,2,37,11,1,0,0,12,4,0,0,0,4,4,0,0,0,4,5,1,0,0,6,3,0,0,0,3,10,0,0,0,10,0,0,0,0,0,19,3,0,2,24,22,1,0,0,23,1,0,0,0,1,4,0,0,0,4,5,1,0,1,7,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,131,8,1,10,150,Tennessee,105,Florida,8,Georgia,6,0
TEXAS A&M UNIVERSITY,77,2,6,1,86,20,0,0,0,20,18,0,0,0,18,0,0,2,1,3,0,0,0,0,0,0,1,4,26,18,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,13,37,0,2,1,40,6,0,0,0,6,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,40,2,2,0,44,10,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,3,1,0,1,0,2,115,2,8,2,127,Texas,117,Colorado,1,District Of Columbia,1,0
"TEXAS AT AUSTIN, UNIVERSITY OF",296,3,3,2,304,30,0,1,1,32,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,6,8,2,24,0,378,12,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,13,4,0,0,0,4,35,1,2,0,38,18,0,0,0,18,9,0,0,0,9,7,0,0,0,7,12,0,0,0,12,23,0,0,0,23,91,0,0,0,91,0,0,1,0,1,28,0,0,2,30,35,1,1,0,37,16,0,0,1,17,34,0,0,0,34,14,0,0,0,14,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,328,3,4,3,338,Texas,247,New York,21,California,13,1
TEXAS SOUTHERN UNIVERSITY,76,7,0,0,83,11,3,0,0,14,11,1,0,0,12,0,1,0,0,1,0,0,0,0,0,11,0,4,27,7,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,23,30,1,0,0,31,6,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,15,8,0,0,23,14,1,0,0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,98,12,0,0,110,Texas,83,Minnesota,1,District of Columbia,1,0
TEXAS TECH UNIVERSITY,141,3,4,1,149,28,0,2,0,30,9,1,0,0,10,1,0,1,0,2,0,0,0,0,0,2,5,2,38,0,238,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,10,43,2,3,0,48,21,0,0,0,21,8,0,1,0,9,6,0,1,0,7,4,0,0,0,4,5,0,0,0,5,1,0,0,0,1,0,0,0,0,0,39,2,0,0,41,26,0,0,1,27,3,0,1,0,4,8,0,0,0,8,3,0,0,0,3,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,179,4,7,1,191,Texas,172,New Mexico,6,California,2,1
THOMAS JEFFERSON SCHOOL OF LAW,85,6,6,1,98,35,3,9,1,48,12,0,3,1,16,2,0,5,0,7,0,0,0,0,0,12,0,3,79,30,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,56,2,13,2,73,7,0,0,0,7,5,1,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,34,3,8,0,45,8,3,0,0,11,3,0,1,0,4,1,0,0,0,1,5,0,0,0,5,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,134,9,23,3,169,California,114,Nevada,14,Illinois,4,4
THOMAS M. COOLEY LAW SCHOOL,308,6,11,7,332,107,26,23,15,171,124,7,17,7,155,22,6,19,9,56,0,0,0,0,0,32,0,10,319,68,1143,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,46,0,3,2,51,188,12,24,12,236,22,0,2,1,25,16,0,1,0,17,14,0,0,0,14,4,0,0,0,4,3,1,0,0,4,1,0,0,0,1,0,0,0,0,0,154,23,26,12,215,59,4,7,3,73,21,1,2,2,26,2,0,0,0,2,23,4,5,0,32,0,0,0,0,0,8,0,0,6,14,0,0,0,0,0,561,45,70,38,714,Michigan,339,New York,33,Illinois,31,20
"TOLEDO, UNIVERSITY OF",59,0,10,0,69,13,0,6,0,19,4,0,1,0,5,1,0,2,1,4,0,0,0,0,0,3,2,2,9,5,118,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,3,24,0,4,0,28,5,0,1,0,6,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,3,0,0,0,3,1,0,1,0,2,17,0,6,1,24,8,0,5,0,13,4,0,1,0,5,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,77,0,19,1,97,Ohio,59,Michigan,11,California,6,1
TOURO COLLEGE,122,3,8,0,133,10,0,1,1,12,25,0,3,0,28,0,0,2,0,2,0,0,0,0,0,2,1,6,46,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,60,0,7,0,67,10,0,0,0,10,9,0,0,0,9,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,6,1,47,16,2,0,0,18,5,0,0,0,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,157,3,14,1,175,New York,161,New Jersey,10,Florida,2,0
TULANE UNIVERSITY,127,5,6,0,138,32,4,9,1,46,7,0,6,0,13,2,0,13,1,16,0,0,0,0,0,4,2,3,21,1,244,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,1,3,0,0,0,0,0,30,2,8,0,40,9,0,0,0,9,11,1,1,0,13,5,0,0,0,5,6,0,0,0,6,8,0,0,0,8,20,1,0,0,21,3,0,2,0,5,34,2,20,1,57,13,3,2,0,18,7,0,1,0,8,5,0,0,0,5,12,0,0,0,12,0,0,0,0,0,5,0,0,1,6,0,0,0,0,0,168,9,34,2,213,Louisiana,77,Texas,26,New York,22,3
